client_id,author_id
16607,1655
16607,1655
16523,1647
16429,1731
16591,1731
16379,1731
16519,1731
16403,1637
16454,1637
16482,1637
16609,1671
16609,1671
16610,1671
16612,1662
16613,1662
16613,1662
16565,1662
14295,1662
16614,1662
16403,1662
16565,1662
16489,1655
16612,1655
16614,1655
16615,1671
16616,1671
16617,1671
16389,1671
16389,1671
16616,1685
16613,1685
16545,1685
16617,1685
15113,1685
16618,1685
16545,1685
16586,1685
16618,1685
16617,1685
16616,1685
16617,1655
16621,1655
16620,1655
21694,1655
16623,1655
16618,1655
21694,1655
21694,1655
16620,1655
16613,1655
16623,1655
16617,1651
16545,1651
16616,1685
16624,1665
15113,1689
16625,1689
16549,1689
16533,1689
16626,1689
16549,1689
16549,1689
16626,1713
16613,1726
16533,1725
16625,1714
16625,1714
16625,1714
16627,1680
16627,1715
16597,1655
16597,1655
16620,1647
16628,1647
16607,1655
16607,1655
16607,1655
16607,1655
16616,1655
16629,1655
16628,1647
16630,1647
16629,1655
16631,1655
16630,1647
16580,1655
16580,1655
16629,1655
16503,1655
16631,1647
16503,1655
16632,1701
16632,1701
16632,1731
16633,1689
16632,1689
16634,1689
16632,1733
16454,1598
16454,1598
16632,1598
14295,1598
15113,1598
15113,1598
16429,1598
16618,1598
16635,1613
16636,1613
16637,1730
16167,1730
16638,1730
16640,1730
16641,1730
16642,1662
16613,1662
16613,1662
16637,1662
16644,1662
16167,1714
16642,1714
16645,1714
16645,1714
16645,1714
16579,1603
16646,1665
16636,1665
16607,1665
16631,1665
16640,1647
16647,1665
16638,1717
16648,1717
16613,1717
16624,1717
16637,1717
16579,1647
16649,1647
16579,1647
16650,1647
16651,1647
16429,1685
16652,1685
16653,1685
16652,1685
16454,1685
16626,1685
16652,1685
16638,1685
16655,1685
16641,1685
16641,1685
16657,1731
16641,1731
16429,1731
16658,1734
16658,1734
16607,1655
16636,1655
16659,1734
16659,1734
16645,1655
16645,1655
16660,1655
16660,1734
16661,1651
16664,1665
16665,1715
16666,1715
16665,1716
16482,1715
16666,1716
16660,1655
16660,1655
16670,1655
16670,1655
16645,1655
16645,1655
16645,1655
16671,1655
16671,1655
16672,1655
16671,1655
16672,1655
16482,1647
16628,1647
16628,1647
16664,1647
16664,1647
16673,1647
16673,1647
16647,1647
16647,1647
16647,1647
16646,1647
16646,1647
16646,1647
16672,1647
16658,1720
16429,1720
16672,1720
16674,1603
16535,1713
16675,1731
16675,1741
16549,1655
16641,1718
16739,1662
16678,1662
16624,1662
16535,1655
16624,1662
16679,1662
16535,1655
16680,1655
16680,1655
16680,1655
16681,1655
16681,1655
16624,1655
16684,1662
16685,1662
16739,1713
16739,1713
16739,1713
16739,1713
16739,1713
16678,1713
16687,1603
16671,1603
16688,1716
16645,1603
16689,1603
16689,1603
16739,1716
16691,1603
16692,1647
16691,1647
16694,1647
16695,1647
16638,1647
16638,1647
16696,1647
16696,1647
16691,1647
16697,1647
16692,1647
16697,1647
16697,1647
16535,1655
16698,1685
16698,1685
16694,1685
16695,1685
16695,1685
16698,1685
16695,1685
16700,1680
16701,1655
16702,1655
16671,1655
16702,1655
16691,1655
16703,1655
16704,1655
16699,1655
16699,1655
16739,1655
16338,1655
16705,1651
16691,1647
16338,1655
16624,1655
16675,1619
16706,1731
16706,1731
16707,1731
16707,1731
16708,1637
16708,1637
16709,1637
16709,1637
16710,1613
16711,1613
16712,1613
16713,1613
16714,1613
16715,1662
16711,1662
16711,1662
16715,1655
16715,1655
16710,1725
16716,1725
16716,1725
16717,1655
16720,1647
12886,1603
16719,1603
16720,1603
16721,1739
16713,1739
16722,1685
16723,1685
16723,1685
16712,1685
16712,1685
16721,1685
16721,1685
16721,1685
16724,1685
16725,1685
16709,1685
16726,1655
16727,1680
16728,1680
16727,1680
16728,1680
16730,1655
16745,1613
12886,1739
16732,1734
16732,1734
16730,1725
16733,1711
16719,1725
16734,1734
16734,1734
16735,1655
16736,1725
16736,1725
16737,1734
16737,1734
16738,1725
16738,1725
16739,1711
16739,1711
16733,1711
16715,1739
16740,1655
16741,1655
16742,1655
16743,1655
16743,1655
16743,1655
16744,1637
16710,1598
16722,1715
16722,1598
16742,1715
16743,1715
16744,1715
16726,1715
16729,1715
16745,1613
16106,1662
16746,1662
16744,1662
16454,1662
16745,1662
16747,1662
16748,1662
16742,1662
16746,1662
16106,1734
16749,1734
16749,1734
16748,1726
16750,1726
16750,1726
16610,1734
16610,1734
16739,1726
16739,1726
16753,1637
16739,1647
16752,1734
16752,1734
16739,1647
16753,1598
16747,1598
16744,1598
16742,1598
16754,1613
16754,1613
16755,1718
16758,1718
16719,1718
16759,1662
16760,1662
16761,1662
16760,1662
16761,1662
16758,1727
16755,1727
16758,1655
16762,1727
16762,1727
16763,1731
16714,1731
16757,1731
16763,1603
16764,1742
16764,1742
16764,1742
16454,1647
16765,1647
16765,1647
16610,1647
16610,1647
16610,1647
16766,1647
16766,1647
16767,1718
16767,1718
16769,1718
16749,1685
16768,1685
16770,1685
16771,1685
16769,1680
16710,1680
16773,1680
16768,1680
16774,1655
16774,1711
16776,1742
16776,1742
16781,1727
16781,1727
16782,1711
16782,1711
16783,1727
16784,1711
16784,1711
16783,1727
16719,1742
16545,1647
16785,1647
16786,1647
16787,1647
16788,1647
16788,1647
16789,1647
16789,1647
16749,1647
16749,1647
16790,1655
16790,1655
16791,1655
16791,1655
16792,1655
16792,1655
16793,1655
16793,1655
16793,1655
16793,1655
16784,1655
16784,1655
16794,1655
16794,1655
16795,1647
16795,1647
16660,1720
16660,1720
16796,1720
16796,1720
16797,1720
16799,1647
16798,1647
16798,1647
16799,1647
16797,1720
0,1726
16801,1655
16620,1720
16620,1720
16620,1720
16801,1655
16802,1655
16802,1655
16801,1720
16801,1720
16803,1720
16803,1720
16804,1720
16804,1720
16719,1647
16808,1713
16808,1713
16809,1713
16809,1713
16810,1713
16810,1713
0,1726
0,1726
16809,1713
16850,1655
16808,1713
16808,1713
16799,1713
16799,1713
16496,1713
16496,1713
16798,1725
16496,1713
16820,1647
17013,1736
16820,1647
16283,1647
16283,1647
16798,1725
16846,1655
16847,1655
16847,1655
16848,1655
16838,1655
16849,1655
16850,1655
16851,1655
16852,1655
16853,1655
16787,1655
16822,1647
16719,1647
16719,1647
16719,1647
16858,1655
16845,1655
16808,1713
16808,1713
16855,1713
16855,1713
16856,1655
16856,1655
16827,1655
16609,1655
16609,1655
16804,1655
16857,1713
16858,1655
16804,1655
16827,1655
16857,1713
16819,1713
16859,1713
15732,1647
15732,1647
16819,1713
16864,1655
16890,1655
16890,1655
16883,1655
16883,1655
16891,1655
16892,1655
16892,1655
16893,1655
16893,1655
16894,1655
16894,1655
16846,1655
16846,1655
16892,1655
16892,1655
16822,1713
15732,1725
16824,1730
16825,1730
16827,1655
16845,1655
16846,1655
16844,1655
16610,1647
16610,1647
17012,1736
17012,1736
16827,1655
16828,1655
16828,1655
16829,1655
16829,1655
16545,1655
16545,1655
16741,1655
16741,1655
16831,1655
16831,1655
16975,1655
16833,1655
16833,1655
16835,1655
16837,1655
16741,1655
16741,1655
16741,1655
16838,1655
16838,1655
16975,1655
16839,1655
16839,1655
16840,1655
16842,1655
16885,1655
16885,1655
16808,1655
16808,1655
16858,1655
16886,1720
16886,1720
16822,1720
16822,1720
16887,1720
16887,1720
16888,1655
16884,1655
16839,1655
16049,1655
16049,1655
16889,1655
16719,1655
16719,1655
16883,1655
16883,1655
16859,1713
16610,1713
16860,1647
16860,1647
16861,1647
16861,1647
16862,1713
16862,1713
16734,1713
16734,1713
16863,1713
16863,1713
16864,1713
16839,1655
16842,1655
16835,1655
16819,1655
16049,1655
16106,1655
16867,1655
16868,1655
16691,1655
16858,1655
16845,1655
16859,1713
16859,1713
16869,1655
16870,1655
16871,1655
16872,1655
16873,1655
16873,1655
16874,1655
16875,1655
16874,1655
16875,1655
16840,1655
16106,1655
16875,1655
16876,1655
16791,1647
16791,1647
16496,1647
16496,1647
16877,1647
16877,1647
16878,1647
16878,1647
16879,1655
16879,1655
16845,1655
16858,1655
16858,1655
16880,1655
16880,1655
16881,1655
16882,1655
16877,1655
16877,1655
16855,1655
16855,1655
16883,1655
16883,1655
16797,1655
16797,1655
16884,1655
16884,1655
16892,1655
16895,1655
16895,1655
16896,1655
16896,1655
16897,1655
16898,1655
16290,1655
16899,1655
16900,1655
16901,1655
16822,1720
16859,1720
16859,1720
16902,1655
16903,1655
16545,1720
16545,1720
16905,1720
16905,1720
16905,1720
16905,1720
16905,1720
16906,1647
16906,1647
16907,1647
16907,1647
15732,1725
15732,1725
16908,1647
16908,1647
16909,1647
16909,1647
16883,1647
16883,1647
16883,1647
15732,1725
16910,1647
16911,1647
16912,1720
16912,1720
16858,1655
16858,1655
16913,1655
16913,1655
17005,1655
17005,1655
9413,1714
16914,1647
16914,1647
16915,1714
16915,1714
16915,1714
16916,1714
16908,1714
16917,1714
16917,1714
13522,1713
16918,1713
16919,1713
16908,1713
16920,1713
16921,1713
16922,1713
16625,1713
16945,1713
16851,1713
16920,1713
16919,1713
16922,1713
16919,1713
16791,1720
16791,1720
16610,1720
16610,1720
16923,1655
16923,1655
16924,1655
16924,1655
16925,1655
16926,1720
16926,1720
16927,1726
16927,1726
16928,1726
16928,1726
16919,1713
16929,1680
16930,1680
16931,1680
16932,1651
16933,1613
16934,1613
16921,1671
16903,1671
16925,1671
16562,1671
16918,1671
16916,1671
16902,1671
16931,1713
16931,1713
16935,1671
16936,1713
16936,1713
16562,1713
16937,1647
16937,1647
16939,1714
16945,1714
16940,1714
16945,1683
16941,1726
16941,1726
15732,1725
16855,1713
16855,1713
16943,1713
16943,1713
16907,1713
16907,1713
16855,1726
16855,1726
16925,1726
13522,1726
16835,1726
16945,1637
16625,1637
16948,1637
16873,1637
16949,1637
16950,1637
16904,1637
16951,1637
16952,1637
16953,1637
16954,1637
16954,1637
16950,1637
16953,1637
16952,1637
16955,1655
16955,1655
16956,1655
16957,1655
16957,1655
16958,1655
16938,1655
16938,1655
16959,1655
15732,1725
16959,1655
16960,1731
16957,1731
16961,1720
16961,1720
16962,1720
16962,1720
16808,1720
16808,1720
16951,1715
16904,1715
16964,1655
16964,1780
16965,1655
16966,1779
16975,1781
16967,1655
16791,1655
16791,1655
16791,1655
16960,1655
16864,1730
16864,1730
16969,1736
16970,1736
16971,1736
16972,1736
16974,1736
16972,1736
16974,1651
16975,1651
16976,1651
16977,1651
16903,1651
16916,1651
16978,1651
16979,1651
16972,1651
16975,1647
16974,1742
16808,1720
16980,1713
16981,1713
16981,1713
16981,1713
16908,1713
16908,1713
16982,1647
16983,1713
16983,1713
16982,1647
16966,1647
16979,1746
16978,1745
16984,1748
16967,1748
16949,1748
16954,1714
16954,1714
16916,1714
16985,1714
16986,1714
16986,1714
16974,1655
16974,1655
16907,1655
16907,1655
16825,1734
16825,1734
16987,1734
16987,1734
16938,1734
16142,1734
16989,1734
16989,1734
16990,1734
16990,1734
16991,1734
16991,1734
16992,1734
16992,1734
16993,1734
16993,1734
16994,1734
16994,1734
16995,1734
16995,1734
16142,1734
16142,1734
16992,1734
16992,1734
16994,1734
16994,1734
16996,1734
16996,1734
16997,1734
16997,1734
16913,1718
16998,1718
16985,1713
16977,1713
16999,1718
16984,1718
17000,1718
17001,1727
16972,1727
16972,1727
16972,1727
17002,1727
17003,1727
16958,1647
17000,1762
17002,1762
17001,1762
16953,1637
17004,1637
16945,1637
16946,1637
17005,1637
17006,1637
17007,1637
17001,1637
17004,1637
16958,1647
17003,1637
16791,1647
16907,1655
16971,1736
16971,1736
16971,1736
16999,1647
16999,1647
16791,1647
16954,1731
16951,1731
17007,1731
16954,1731
16951,1731
17006,1715
16998,1715
16946,1715
16945,1715
16948,1715
16980,1715
16960,1778
16960,1778
16960,1778
17007,1781
16956,1779
17011,1781
17011,1781
17013,1736
17022,1736
17022,1736
17015,1736
17015,1736
17001,1680
17005,1680
16965,1680
17007,1680
16925,1651
16913,1651
17017,1651
17019,1651
16916,1651
17005,1651
16972,1647
16972,1647
16908,1647
16908,1647
16908,1647
16908,1647
17021,1651
16908,1647
16908,1647
17019,1723
17019,1723
17022,1742
16903,1742
17015,1736
15732,1725
15732,1725
15732,1725
16791,1655
16791,1655
17015,1655
17011,1655
17011,1655
16864,1655
16864,1655
17023,1655
17023,1655
17024,1655
16768,1671
16967,1671
17025,1671
17025,1671
16873,1671
17026,1671
16925,1671
16974,1671
17025,1713
17015,1713
17024,1713
17027,1713
17027,1713
16786,1713
16954,1713
16951,1713
16954,1713
16951,1741
16967,1741
16949,1745
17028,1655
17028,1655
16949,1655
16954,1655
17029,1655
17030,1655
16954,1655
16967,1751
16768,1753
17033,1734
17033,1734
16954,1734
16954,1734
16997,1734
16997,1734
16997,1734
17034,1734
17034,1734
17035,1734
17035,1734
17036,1734
17036,1734
17037,1647
17038,1647
17039,1647
17040,1647
17041,1647
17042,1647
17037,1647
17042,1713
17041,1718
17038,1713
17039,1713
17038,1718
17043,1727
17043,1727
17040,1770
17044,1770
17037,1765
17045,1688
17037,1765
17046,1770
17046,1770
17037,1761
17009,1637
17047,1637
17022,1655
16936,1603
16908,1603
17022,1655
16936,1603
17048,1603
17048,1603
17049,1603
17049,1603
16954,1603
16954,1603
17047,1774
17009,1747
17044,1772
17045,1731
17050,1720
17050,1720
17051,1720
17051,1720
16886,1720
16886,1720
17051,1720
17051,1720
16996,1720
17052,1720
17052,1720
16948,1715
16945,1715
16946,1715
17050,1780
17050,1780
17053,1736
17047,1736
16954,1651
17055,1651
17056,1742
17056,1742
17047,1736
17053,1736
16933,1613
17057,1613
17058,1613
17059,1671
17058,1671
16936,1713
16936,1713
17060,1713
17060,1713
17061,1713
17062,1741
17063,1748
17063,1748
17064,1734
17064,1734
17065,1734
17065,1734
17066,1713
17066,1713
17044,1713
17044,1713
17044,1713
17067,1713
17067,1713
17068,1713
17069,1718
17067,1713
17069,1718
17070,1718
17068,1754
17071,1770
17072,1767
17073,1765
17074,1770
17071,1665
17073,1688
16933,1603
17048,1603
16734,1603
16734,1603
17075,1603
17075,1603
17076,1603
17076,1603
17069,1603
17069,1603
17022,1731
17073,1731
17072,1731
17074,1731
17062,1731
17070,1731
17061,1731
17022,1731
16948,1715
16998,1715
17022,1715
16998,1715
17077,1784
17077,1784
17065,1780
17065,1780
17075,1777
17075,1777
17022,1655
17079,1680
17007,1736
17080,1736
17081,1651
17082,1651
17061,1723
17061,1723
17082,1723
17074,1723
17083,1723
17083,1723
17084,1613
17084,1613
17085,1613
17085,1613
17069,1613
17069,1613
17067,1713
17086,1748
16966,1753
17087,1655
17082,1751
17082,1751
17082,1751
17089,1655
17089,1655
17065,1655
17065,1655
16907,1655
16907,1655
16907,1655
17090,1713
17091,1763
17091,1763
17092,1718
17091,1655
17091,1655
17093,1655
17093,1655
17094,1726
17094,1726
17095,1736
17095,1736
17095,1736
17096,1736
17096,1736
17097,1736
17098,1736
17098,1736
17098,1736
17095,1736
17099,1651
17100,1651
17101,1723
17102,1742
17103,1742
17090,1742
16697,1742
17104,1742
17090,1742
17104,1742
17105,1742
17105,1742
17106,1742
17106,1742
17107,1742
17107,1742
17108,1742
17063,1742
17102,1742
17108,1742
17098,1736
17109,1613
17110,1613
17063,1713
17111,1713
17112,1713
17114,1713
17115,1713
17121,1713
17112,1713
17111,1713
17122,1714
17123,1714
17124,1714
17207,1789
17126,1789
17127,1789
17126,1753
17103,1751
17127,1751
17123,1718
17128,1713
17123,1718
17129,1713
17099,1713
17131,1713
17131,1713
17132,1756
17133,1789
17133,1789
17134,1789
17135,1789
17135,1789
17122,1665
17134,1655
17134,1655
17137,1655
17137,1655
17138,1655
17101,1647
17138,1655
17139,1655
17139,1655
17140,1655
17140,1655
17141,1655
17141,1655
17133,1655
17136,1637
17142,1637
17143,1637
17144,1637
17090,1637
17145,1637
17147,1637
17000,1637
17148,1637
17149,1637
17150,1637
17151,1637
17145,1731
17129,1731
17149,1731
17144,1731
17207,1731
17150,1655
17153,1720
17154,1720
17154,1720
17128,1715
17142,1655
17096,1715
17151,1715
17155,1778
17155,1778
17142,1786
17156,1786
17156,1786
17136,1786
17142,1736
17157,1736
17157,1736
17158,1736
17148,1742
17143,1742
17090,1742
17147,1742
17159,1742
17090,1742
17161,1742
17160,1742
17162,1742
17000,1786
17163,1786
17163,1786
17163,1786
17164,1613
17110,1613
17165,1613
17026,1613
16373,1613
17026,1671
17165,1671
17160,1671
17110,1671
17167,1713
17168,1786
17168,1786
17095,1736
17169,1789
17165,1789
17170,1789
17172,1789
17173,1789
17174,1789
17165,1753
17175,1713
17175,1713
17175,1713
17154,1718
17154,1718
17172,1718
17094,1755
17094,1755
17094,1755
17094,1755
16373,1770
17162,1688
17136,1688
17145,1688
17143,1688
17177,1688
17124,1772
16697,1773
17114,1773
17090,1731
17090,1731
17178,1731
17178,1731
17179,1731
17179,1731
17110,1731
17110,1731
17153,1720
17180,1720
17180,1720
17177,1715
17170,1715
17150,1715
17115,1715
17110,1715
17181,1715
17090,1715
17182,1715
17181,1715
17183,1778
17183,1778
17184,1777
17184,1777
17134,1778
17134,1778
16734,1763
16734,1763
17185,1777
17185,1777
17161,1779
17186,1786
16798,1779
17161,1779
17186,1786
16798,1779
17187,1752
17187,1752
17177,1655
17177,1655
17159,1655
17159,1655
17188,1655
17188,1655
17189,1655
17189,1655
17175,1655
17190,1655
17190,1655
17090,1680
17182,1680
17110,1680
17136,1680
17090,1680
17179,1736
17193,1736
17104,1742
17128,1742
17128,1742
17194,1742
17194,1742
17207,1655
17195,1613
17196,1613
17090,1613
17197,1613
17090,1613
17198,1613
17199,1613
17200,1613
17201,1613
17200,1613
17090,1671
17202,1671
17195,1671
17195,1671
17203,1671
16907,1713
16907,1713
16907,1713
17134,1713
17134,1713
17204,1713
17204,1713
17161,1713
17161,1713
17072,1748
17197,1741
17205,1714
17143,1714
17207,1714
17208,1714
17143,1714
17208,1714
17209,1714
17210,1714
17211,1714
17211,1714
17212,1714
17102,1787
17209,1787
17207,1787
17207,1787
17204,1713
17204,1713
17215,1718
17162,1755
17105,1755
17127,1755
17215,1718
17216,1647
17217,1789
17218,1789
17216,1714
17217,1789
17216,1714
17219,1789
17090,1789
17070,1665
17219,1665
17221,1762
17210,1665
17207,1655
17223,1777
17223,1777
17221,1763
17218,1779
17225,1647
17090,1742
17196,1742
17226,1742
17221,1742
17221,1742
17227,1742
17227,1742
17227,1742
17221,1671
17228,1671
17229,1671
17229,1671
17230,1671
17228,1671
17231,1713
17231,1713
17232,1713
17231,1713
17232,1713
17233,1748
17226,1741
17131,1748
17211,1714
17211,1714
17234,1714
17234,1714
17235,1714
17226,1789
17236,1789
17090,1789
17237,1789
17239,1713
17056,1718
17234,1714
17112,1757
17237,1756
17090,1755
17209,1754
17240,1755
17240,1755
17241,1757
17241,1757
17242,1647
17242,1647
17000,1647
17217,1765
17205,1765
17135,1770
17236,1765
17112,1770
17243,1665
17244,1637
17244,1637
